id,gen_summary,sent,label,lexrank_rank,rouge1_rank,bertscore_rank,attention_rank,perplexity_rank,lexrank,rouge1,bertscore,attention,perplexity
xsum__train__35716224__pegasus-xsum__0,"Two women who opened fire at a police station in the Turkish city of Istanbul have been killed, officials say.","In November Kurdish PKK rebels said they would resume fighting against the army, ending a unilateral ceasefire that over the past three decades has killed tens of thousands of people.",0,7,5,7,3,6,0.9344151223363183,0.2,0.8582814335823059,1.8657190799713135,0.022081851959228516
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,Severn Trent issued a warning in Derbyshire and Leicestershire on Friday after it found high levels of the chemical at a reservoir.,2,4,5,8,7,0,1.0728006398691456,0.15,0.8770894408226013,0.7058571577072144,0.25238871574401855
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"About 3,700 properties are affected in postcode areas DE11, DE15, DE65, DE73 and LE65.",2,13,12,12,11,1,0.6282170574263259,0.0,0.8474956750869751,0.483186811208725,0.154119610786438
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"It is hoped the water will be safe to use later, although the firm said customers can now flush their toilets.",2,6,1,0,5,3,1.029409516965774,0.20512820512820512,0.8995319604873657,1.1213841438293457,0.060823798179626465
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,Latest updates: Severn Trent Water problems,0,1,8,10,13,6,1.3063509012852028,0.08333333333333333,0.8622663021087646,0.1004689633846283,0.014700055122375488
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"Severn Trent has been handing out free bottles of water to affected customers at Sainsbury's in Swadlincote, Derbyshire, and Tesco in Ashby-de-la-Zouch, Leicestershire.",1,0,4,13,4,4,1.3811017238341092,0.17777777777777776,0.8385191559791565,1.3314319849014282,0.024304866790771484
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"Nigel Thornylowe, who lives in Woodville with his two children, said it was a ""nightmare"".",1,7,13,11,2,7,1.0,0.0,0.8560147881507874,3.363339424133301,0.009626984596252441
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"""We got caught up in the frenzy yesterday and unfortunately... we haven't got any bottled water,"" he said.",1,9,11,7,9,13,0.8975009637918083,0.05405405405405406,0.8782428503036499,0.5494635105133057,-0.05493009090423584
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"""We've tried in vain but all the supermarkets have run out.""",1,12,9,5,12,11,0.7282000625206069,0.06666666666666667,0.8789855241775513,0.3038146197795868,-0.0066405534744262695
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,He said the situation had been poorly managed and bottles of water should be distributed at more locations than just the two supermarkets.,1,5,6,3,6,12,1.0503518949495925,0.14634146341463414,0.8832650780677795,1.0446300506591797,-0.029327869415283203
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,But other residents have been looking out for their neighbours with one couple filling up the water carrier in their caravan and distributing it to elderly neighbours.,1,11,0,9,8,9,0.7883510360536253,0.22222222222222224,0.8691266179084778,0.6090694069862366,-0.0009696483612060547
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"And another woman said she coped on Friday night by ""drinking spritzers"" instead of water.",1,10,7,6,0,8,0.8904516835545162,0.1212121212121212,0.8786411881446838,4.171690464019775,0.004609584808349609
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"In a statement, the firm tried to reassure customers who may have drunk the water that, if they did not notice a strong chlorine smell or taste, then it was ""unlikely to have caused any harm"".",1,3,3,4,1,5,1.1053493302017738,0.1851851851851852,0.8796055912971497,4.0289106369018555,0.02251279354095459
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,But it added that anyone with concerns should speak to a doctor.,0,8,10,2,10,10,1.0,0.06666666666666667,0.8868399858474731,0.486034095287323,-0.0013006925582885742
xsum__validation__35793206__pegasus-xsum__0,Thousands of people have been told not to use their tap water because of high levels of chlorine.,"""We're very sorry for the inconvenience this has caused but we want to reassure customers that this is a precautionary measure due to the levels of chlorine in the water supply,"" it said.",1,2,2,1,3,2,1.1219151895475254,0.1923076923076923,0.8926522731781006,1.700718641281128,0.10484623908996582
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"Emma Caresimo, 40, from Magor, was ""horrified"" after a bailiff arrived at her home and threatened to tow her car.",2,4,0,1,9,2,1.0707474683461116,0.23809523809523808,0.8644999265670776,0.9111133813858032,0.7434829473495483
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"She said the ""upsetting"" ordeal was for an offence committed by someone with her maiden name from Liverpool.",2,11,1,6,7,7,0.704092240406924,0.19999999999999998,0.8536675572395325,0.9420113563537598,0.10061299800872803
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"Wigan council said the court instructed the bailiff while HM Courts & Tribunals Service blamed ""human error"".",2,0,6,9,10,4,1.3321306589927604,0.15789473684210525,0.847337543964386,0.34700807929039,0.1572321653366089
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"Mrs Caresimo said she was at home with her three-year-old son when the bailiff clamped her Volkswagen Golf, which he told her was worth £3,700.",0,3,8,2,5,6,1.0781776505509388,0.11999999999999998,0.8591503500938416,1.0604931116104126,0.10665881633758545
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"""I said 'I have never been to Wigan and I don't smoke' but he wasn't having any of it. He didn't believe me and said he'd heard it all before,"" she explained.",2,10,11,7,0,1,0.733006814499194,0.10344827586206896,0.8529483079910278,4.457065582275391,0.8994601964950562
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"""He said he would take the clamp off only if I paid the outstanding fines of £650. I had no other choice; it was awful.""",2,6,4,0,4,0,1.0,0.1702127659574468,0.8708873391151428,1.4158889055252075,1.0740350484848022
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"Mrs Caresimo called the police who, on arrival, said the bailiff was working within the law.",0,2,10,5,11,10,1.1486949378532685,0.10526315789473685,0.8552305102348328,0.28436902165412903,-0.04147005081176758
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"""They should not be able to get the wrong person like this, it's very distressing,"" she said.",1,7,2,3,6,3,1.0,0.19999999999999998,0.8584684133529663,1.028795599937439,0.2703951597213745
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"Paul Barton, assistant director of operational services at Wigan council, said: ""Following an unpaid fixed penalty notice last year we issued court proceedings to an Emma Smith with a Liverpool address.",1,5,3,4,1,8,1.0057997658015674,0.18867924528301885,0.8564730882644653,3.984032154083252,0.05331540107727051
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"""We prosecuted under this Liverpool address and have never issued any proceedings to a Welsh address or instructed any court or bailiff to visit a Welsh property.""",1,1,5,11,8,11,1.1585713748038562,0.16326530612244897,0.8254691958427429,0.9278429746627808,-0.08820092678070068
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"An HM Courts & Tribunals Service spokeswoman said: ""As a result of human error HMCTS wrongly took enforcement action against an individual with the same name and date of birth as an offender.",1,9,9,8,3,9,0.7687790887453931,0.1111111111111111,0.8526515364646912,1.663535237312317,-0.004670381546020508
xsum__train__35822623__pegasus-xsum__0,A woman was forced to pay £650 in unpaid smoking fines after a court in Wigan mistook her for the wrong person.,"""We are deeply sorry for any distress caused by this regrettable incident and have arranged for the money to be refunded. We have taken steps to avoid this happening in future.""",0,8,7,10,2,5,1.0,0.1509433962264151,0.8410720229148865,3.9778451919555664,0.15721356868743896
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,It follows hours of disturbances during the early hours of 17 March as hundreds of students and other young people celebrated St Patrick's Day.,0,1,5,8,5,2,1.2095294739240485,0.17777777777777778,0.8523853421211243,1.560237169265747,0.134979248046875
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,The Holyland is a residential part of south Belfast popular with students.,2,3,3,0,7,5,1.1323108863021878,0.25,0.8909856081008911,1.2311838865280151,0.0193021297454834
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,Employment and Learning Minister Stephen Farry is to meet residents' representatives on Monday afternoon.,2,7,4,4,6,0,0.7459697599846467,0.23529411764705882,0.8754417896270752,1.3098883628845215,0.8100727796554565
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,Eleven people were arrested in the area and the city centre over the St Patrick's Day period. One policeman was injured when bottles were thrown at officers in Agincourt Avenue.,0,5,7,7,8,7,0.8962259537223434,0.11764705882352941,0.8610389232635498,0.6096204519271851,0.007879972457885742
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,A number of vehicles were also damaged and residents complained about excessive noise and litter in their streets.,0,8,8,6,2,4,0.6555427404008077,0.10526315789473685,0.8701040744781494,5.098083019256592,0.021027207374572754
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,There has been a history of trouble in the Holyland on previous St Patrick's Days and talks have been held before in a bid to prevent students engaging in anti-social behaviour.,2,0,2,1,0,3,1.3781245749984623,0.26415094339622636,0.8907787203788757,6.003931999206543,0.03032529354095459
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,"The chairman of the Holyland Regeneration Association, Ray Farley, said the existing measures had not worked and called for Stormont ministers to intervene.",2,6,0,2,4,1,0.7804037323201621,0.3255813953488372,0.8890065550804138,1.6602938175201416,0.3232235908508301
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,"Speaking last Friday ahead of the meeting, Mr Farry said he was ""appalled"" by the behaviour of some young people in the area but said the majority of them were not university or college students.",0,2,1,5,3,8,1.133661845514628,0.2909090909090909,0.8742222189903259,2.755329132080078,-0.002790689468383789
xsum__validation__35853759__pegasus-xsum__0,Stormont ministers are to meet residents of the Holyland area of Belfast to discuss the issue of anti-social behaviour.,"However, he added that further steps to address students' bad behaviour would now be considered in light of this year's trouble.",0,4,6,3,1,6,1.068231032832715,0.14285714285714282,0.8793262839317322,5.771431922912598,0.009185552597045898
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,Percy Jeeves played for the Goole Cricket Club and professionally for Warwickshire and Hawes before his death in World War One in July 1916.,3,3,9,11,6,1,1.3509039312338607,0.13953488372093023,0.834133505821228,1.001013994216919,0.7362371683120728
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,PG Wodehouse used his name for the immaculate valet after seeing him play at Cheltenham in 1913.,3,11,11,5,7,4,0.719144710378463,0.1111111111111111,0.8517794013023376,0.9800651669502258,0.053559184074401855
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"The plaque is on the corner of Manuel Street, Goole, where Jeeves lived.",0,0,2,0,9,6,1.514068605593399,0.3125,0.8835378289222717,0.6172128915786743,0.022048473358154297
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,Live updates on this story and others from Hull and East Yorkshire,0,12,13,13,12,8,0.5614505755872441,0.0,0.7988588809967041,0.4829145669937134,0.0040999650955200195
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,It was organised by the Goole Civic Society and unveiled by his great nephew Keith Mellard.,2,4,10,8,11,2,1.0928618269024752,0.11428571428571428,0.8487668037414551,0.532672643661499,0.5798808336257935
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"Mr Mellard, 79, said: ""I'm absolutely thrilled to be unveiling the plaque.",0,10,4,4,13,12,0.7708637156476317,0.25,0.862412691116333,0.4703088402748108,-0.008057236671447754
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"""His brother, Alec Jeeves, was my grandfather. He used to talk about him a lot and I grew up feeling I knew him.",0,9,8,6,10,11,0.8234699902099675,0.14285714285714288,0.8512911796569824,0.6056910157203674,-0.0035560131072998047
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"""To be honoured in this way is very exciting.""",0,6,12,7,2,13,1.0,0.07142857142857142,0.8497285842895508,4.2411346435546875,-0.015299677848815918
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"Margaret Hicks-Clarke, chair of the society, said: ""We could think of no finer person to honour with our first blue plaque, being unveiled in the anniversary year of Percy Jeeves's death.",3,7,1,2,4,3,0.9016523743230309,0.34615384615384615,0.8683112859725952,2.8407204151153564,0.05600941181182861
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"""He was a great cricketer and a brave soldier who paid the ultimate sacrifice for his country.""",0,13,5,3,8,10,0.5253308280345047,0.2222222222222222,0.8627777695655823,0.882482647895813,0.00023889541625976562
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"Jeeves, who was born in 1888 near Dewsbury, West Yorkshire, grew up in Goole before playing county cricket for Warwickshire.",0,2,7,10,0,7,1.359145977333226,0.15384615384615385,0.834227979183197,5.818742275238037,0.02086317539215088
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"Mrs Hicks-Clarke said: ""His father had moved to Goole to work on the railways at the start of the 1900s and Percy lived in a little terraced house with his family.""",0,5,6,12,1,5,1.0416968071364106,0.19607843137254902,0.8313480019569397,5.600811004638672,0.023763656616210938
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,Comic novelist PG Wodehouse brought the Jeeves character to life in a series of short stories and books in which the knowledgeable and perceptive butler helped his master Bertie Wooster cope with life's vagaries.,1,8,0,1,3,0,0.844261062434115,0.37037037037037035,0.8692988157272339,3.531464099884033,1.505050778388977
xsum__validation__35976858__pegasus-xsum__0,A blue plaque has been unveiled to mark the life of the cricketer who inspired Wodehouse's butler Jeeves.,"The plaque, which is placed on the Oddfellows building at the corner of Manuel Street and Boothferry Road, has been funded by the Goole and District Lottery, Goole Town Cricket Club and the PG Wodehouse Society.",0,1,3,9,5,9,1.4951495951855884,0.2909090909090909,0.8481509685516357,1.3947652578353882,0.0020438432693481445
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"A message on Luton councillor Aysegul Gurbuz's Twitter feed claimed Hitler was the ""greatest man in history"".",2,3,5,10,8,0,1.082611471071799,0.1875,0.8509355783462524,0.9779306650161743,1.266668677330017
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"Another tweet on Ms Gurbaz's account suggested Iran could develop a nuclear weapon to ""wipe Israel off the map"".",2,9,6,9,9,4,0.8325185239222593,0.1764705882352941,0.8584944605827332,0.6794829368591309,0.02327573299407959
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"Labour leader Jeremy Corbyn said anyone who makes anti-Semitic remarks is ""auto-excluded from the party"" pending an inquiry.",2,1,1,1,4,1,1.1123278363284512,0.3529411764705882,0.9110284447669983,1.3846828937530518,0.4249727725982666
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,The BBC has contacted the councillor for comment.,0,6,2,3,10,10,1.0319212586626427,0.2727272727272727,0.8855577111244202,0.45911622047424316,-0.012987136840820312
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,The Labour Party has confirmed she has been suspended pending an investigation.,2,0,0,0,6,5,1.1249223022789623,0.4615384615384615,0.9119241237640381,1.0317796468734741,0.019920706748962402
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"Speaking to the Andrew Marr Show, Mr Corbyn said: ""Anti-Semitism is absolutely abhorrent and wrong.",0,5,3,7,0,8,1.03824583245734,0.19999999999999998,0.8642919063568115,3.763096809387207,0.0021773576736450195
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"""We have suspended, we will suspend, any member that behaves in that way.""",0,8,10,5,5,7,0.8521223509169975,0.07407407407407408,0.8762643933296204,1.1603333950042725,0.0030045509338378906
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,The tweets in question were made before Ms Gurbuz was elected to Luton Borough Council in May 2015.,0,7,8,6,1,2,1.0119892020903942,0.125,0.8704204559326172,2.555813789367676,0.033421874046325684
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"A spokesman for the council said: ""While these comments appear to pre-date her time as a councillor, the council is shocked by these comments.",0,4,7,4,7,3,1.0409595442529307,0.15384615384615383,0.8823142051696777,1.007110357284546,0.0232846736907959
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"""This matter will be referred as a matter of urgency to the council's independent standards committee to allow a full investigation to take place.""",0,10,9,8,3,6,0.7877946857315469,0.10256410256410256,0.8588791489601135,1.4552568197250366,0.014301419258117676
xsum__test__36009544__pegasus-xsum__0,A Labour councillor has been suspended from the party after posting anti-Semitic tweets.,"On Thursday, Mr Corbyn was criticised by a Jewish leader for not taking anti-Semitism seriously enough.",0,2,4,2,2,9,1.0845869922866862,0.1935483870967742,0.8867074251174927,2.5253961086273193,0.0013540983200073242
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,The supermarket giant said its overseas division had sold 8.6% of its Lazada stake to Chinese internet giant Alibaba for $129m (£90.6m).,2,8,2,4,3,0,0.9430871837861612,0.23529411764705882,0.8821765780448914,1.2677509784698486,4.556546211242676
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,Tesco will retain an 8.3% holding in the South East Asia-focused business.,2,2,1,0,7,5,1.1482074822454704,0.25,0.904607892036438,0.5583231449127197,0.03211617469787598
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"The move comes the day before Tesco's annual results, in which it is expected to announce further disposals.",0,9,6,2,8,12,0.8771429652266571,0.13793103448275862,0.8867624402046204,0.45736539363861084,-0.04902923107147217
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"The supermarket group is planning to sell off some of its side businesses, including Dobbies Garden Centres chain, coffee shop chain Harris & Hoole and restaurant chain Giraffe, so that it can focus on the main supermarket business, according to media reports.",0,4,10,6,5,2,1.0906838658972935,0.07843137254901962,0.864996612071991,0.7711039781570435,0.11957454681396484
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"Last September, Tesco sold its South Korean business, Homeplus, for £4.2bn to help shore up its balance sheet and revitalise its UK business.",0,0,3,3,9,6,1.1975015636214024,0.23529411764705882,0.8849694132804871,0.43073275685310364,0.02945089340209961
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"There has been speculation about possible disposals since chief executive Dave Lewis took the helm in September 2014, charged with reviving the group's fortunes.",0,5,8,7,11,1,1.0358598308825935,0.11428571428571428,0.8644372224807739,0.2998550534248352,0.14613962173461914
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,Mr Lewis was parachuted in after the supermarket reported it had overstated its profits by some £263m.,0,1,5,5,12,7,1.155193415647915,0.14814814814814817,0.8669222593307495,0.1309300661087036,0.02183389663696289
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"Alongside this, like its ""big four"" peers - Asda, Sainsbury's and Morrisons -  Tesco has been hit by competition from discount rivals Lidl and Aldi.",0,6,4,9,10,4,0.9776479532796847,0.17647058823529413,0.8580320477485657,0.40967708826065063,0.039594292640686035
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"The UK has also seen a broad change in shopping habits, with many customers preferring to shop little and often at small convenience stores, instead of doing a once-a-week ""big shop"".",0,11,9,10,0,10,0.8435298653980687,0.0930232558139535,0.857414960861206,2.9486520290374756,-0.017616748809814453
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"In April last year, the company reported a record pre-tax loss of £6.4bn for the year to February, marking the biggest loss reported to date by a British retailer.",0,12,12,12,4,9,0.8002481489933712,0.04878048780487805,0.8490527272224426,0.8687822818756104,-0.008559703826904297
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,Mr Lewis has focused on price cuts and putting more staff in stores in an attempt to revive sales.,0,7,7,8,2,8,0.9546371517401496,0.13793103448275862,0.8632813096046448,2.0890185832977295,-0.005934715270996094
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,"On Wednesday, he is expected to report a rise in underlying fourth-quarter sales, the group's first quarterly increase for more than three years.",0,10,11,11,1,11,0.8681636269278207,0.05714285714285714,0.8526752591133118,2.1278457641601562,-0.04330158233642578
xsum__validation__36022305__pegasus-xsum__0,Tesco has sold its stake in e-commerce business Lazada.,Tesco declined to comment on the sale of its side businesses.,0,3,0,1,6,3,1.1080969463534796,0.28571428571428564,0.9032371044158936,0.6399625539779663,0.04101276397705078
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"The Cheetham Hill Asda Living store will turn off escalators, screens and music for an hour on Saturday 7 May.",3,7,5,6,5,1,0.9425588079783265,0.1142857142857143,0.8634517192840576,1.0540108680725098,1.0062508583068848
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,Customers will also be offered a picture map of the supermarket.,0,11,0,0,9,8,0.6724179433247272,0.23076923076923075,0.8950585126876831,0.3187475800514221,0.02437150478363037
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,General manager Simon Lea came up with the idea after watching an autistic child and his mother struggle on the shop floor.,1,1,9,1,8,2,1.208833500177414,0.05405405405405406,0.8764536380767822,0.54201340675354,0.4282071590423584
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,Follow the latest news updates from across Greater Manchester,2,9,2,10,10,4,0.8594451208383621,0.16666666666666669,0.8507785201072693,0.19981881976127625,0.05961811542510986
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"""When we open the doors you will be able to hear a pin drop. That's the plan,"" Mr Lea told the Manchester Evening News.",1,6,3,5,7,5,1.0209564273316887,0.15,0.8659254312515259,0.7344816327095032,0.046828627586364746
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"""I suffered for many years with anxiety and I used to absolutely hate going into busy stores. If we can make a few small changes to give these customers a better shopping experience and make them comfortable then I know the store will be a better place to shop for everyone,"" Mr Lea said.",2,4,1,4,2,11,1.088006514167496,0.1739130434782609,0.8690159916877747,1.8360925912857056,-0.030678987503051758
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,The store will open an hour early and no announcements will be made during the quiet hour between 08:00 and 09:00 BST.,3,8,6,9,6,0,0.9143447613380002,0.10256410256410255,0.8588365316390991,0.9345164895057678,1.6497368812561035
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,Source: The National Autistic Society,0,0,10,8,11,6,1.2780542861478128,0.0,0.8608259558677673,0.03571875020861626,0.043413639068603516
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,Asda said it would monitor feedback from the trial and would consider rolling it out to other stores.,1,10,8,2,1,9,0.7640320500081951,0.0606060606060606,0.873551070690155,2.464582920074463,0.008799195289611816
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"The National Autistic Society (NAS) said it welcomed the move as shops and other public spaces could be ""extremely challenging"" because of bright lights, strong smells and crowds.",3,2,11,7,3,10,1.1038792218037958,0.0,0.8633999824523926,1.5368767976760864,-0.005615830421447754
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"NAS Campaign manager Tom Madders said: ""It can cause [autistic people] to feel overwhelmed by 'too much information'. This can be excruciatingly painful or cause extreme anxiety. This may lead to a meltdown or - all too often - people avoid these places and choose not to go out at all.",2,5,7,11,0,7,1.0584596574276852,0.0625,0.8407697677612305,6.1406941413879395,0.024976730346679688
xsum__test__36129448__pegasus-xsum__0,A supermarket in Greater Manchester is to introduce a quiet hour for customers with autism.,"""Asda's initiative is a great example of an organisation taking the trouble to understand how autistic people experience the world and we hope other retailers are inspired to follow their example.""",3,3,4,3,4,3,1.0890117094564853,0.12765957446808512,0.8702378273010254,1.202446460723877,0.07079637050628662
xsum__test__36232392__pegasus-xsum__0,Labour's Sadiq Khan has been elected mayor of London.,"Mr Khan is the city's first Muslim mayor, after beating Tory Zac Goldsmith by 1,310,143 votes to 994,614.",3,2,0,3,2,0,1.0,0.18749999999999997,0.858287513256073,1.741962194442749,6.615339279174805
xsum__test__36232392__pegasus-xsum__0,Labour's Sadiq Khan has been elected mayor of London.,The result bolsters leader Jeremy Corbyn after Labour was beaten into third in Scotland by the Tories and lost some English councillors.,1,5,5,1,4,4,0.9052083163539426,0.06250000000000001,0.8702009320259094,0.8342128396034241,-0.04969608783721924
xsum__test__36232392__pegasus-xsum__0,Labour's Sadiq Khan has been elected mayor of London.,"In Scotland, the SNP said it would form a minority government after winning its third election in a row.",0,4,3,0,5,2,0.9081534723866813,0.06896551724137931,0.8735567927360535,0.745177149772644,0.02333855628967285
